Topic,Day,QuizID,QuestionNumber,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectOption,Explanation
Resume / LinkedIn / Interview Skills,23,R/L/IS-23,1,What is the primary purpose of a resume?,To list favorite hobbies,"To summarize skills, experience, and education for potential employers",To track personal expenses,To describe friends' accomplishments,B,A resume highlights relevant qualifications to help employers assess fit for a role.
Resume / LinkedIn / Interview Skills,23,R/L/IS-23,2,"On LinkedIn, what helps recruiters find your profile?",Posting only personal photos,Having a complete profile with keywords related to your industry,Leaving your profile blank,Excluding any job descriptions,B,A thorough profile with relevant keywords improves visibility in recruiter searches.
Resume / LinkedIn / Interview Skills,23,R/L/IS-23,3,"During a job interview, a good strategy is to: ",Arrive late to show independence,Focus on unrelated topics,Answer questions with one-word responses,Prepare examples of past accomplishments to illustrate your skills,D,Behavioral questions are common; providing specific examples demonstrates competence.
Resume / LinkedIn / Interview Skills,24,R/L/IS-24,1,What is the primary purpose of a resume?,"To summarize skills, experience, and education for potential employers",To describe friends' accomplishments,To track personal expenses,To list favorite hobbies,A,A resume highlights relevant qualifications to help employers assess fit for a role.
Resume / LinkedIn / Interview Skills,24,R/L/IS-24,2,"On LinkedIn, what helps recruiters find your profile?",Leaving your profile blank,Excluding any job descriptions,Having a complete profile with keywords related to your industry,Posting only personal photos,C,A thorough profile with relevant keywords improves visibility in recruiter searches.
Resume / LinkedIn / Interview Skills,24,R/L/IS-24,3,"During a job interview, a good strategy is to: ",Answer questions with one-word responses,Prepare examples of past accomplishments to illustrate your skills,Focus on unrelated topics,Arrive late to show independence,B,Behavioral questions are common; providing specific examples demonstrates competence.
Resume / LinkedIn / Interview Skills,25,R/L/IS-25,1,What is the primary purpose of a resume?,"To summarize skills, experience, and education for potential employers",To describe friends' accomplishments,To track personal expenses,To list favorite hobbies,A,A resume highlights relevant qualifications to help employers assess fit for a role.
Resume / LinkedIn / Interview Skills,25,R/L/IS-25,2,"On LinkedIn, what helps recruiters find your profile?",Posting only personal photos,Excluding any job descriptions,Leaving your profile blank,Having a complete profile with keywords related to your industry,D,A thorough profile with relevant keywords improves visibility in recruiter searches.
Resume / LinkedIn / Interview Skills,25,R/L/IS-25,3,"During a job interview, a good strategy is to: ",Focus on unrelated topics,Answer questions with one-word responses,Prepare examples of past accomplishments to illustrate your skills,Arrive late to show independence,C,Behavioral questions are common; providing specific examples demonstrates competence.
Resume / LinkedIn / Interview Skills,26,R/L/IS-26,1,What is the primary purpose of a resume?,"To summarize skills, experience, and education for potential employers",To track personal expenses,To describe friends' accomplishments,To list favorite hobbies,A,A resume highlights relevant qualifications to help employers assess fit for a role.
Resume / LinkedIn / Interview Skills,26,R/L/IS-26,2,"On LinkedIn, what helps recruiters find your profile?",Leaving your profile blank,Excluding any job descriptions,Having a complete profile with keywords related to your industry,Posting only personal photos,C,A thorough profile with relevant keywords improves visibility in recruiter searches.
Resume / LinkedIn / Interview Skills,26,R/L/IS-26,3,"During a job interview, a good strategy is to: ",Prepare examples of past accomplishments to illustrate your skills,Arrive late to show independence,Focus on unrelated topics,Answer questions with one-word responses,A,Behavioral questions are common; providing specific examples demonstrates competence.
Resume / LinkedIn / Interview Skills,27,R/L/IS-27,1,What is the primary purpose of a resume?,To track personal expenses,To describe friends' accomplishments,"To summarize skills, experience, and education for potential employers",To list favorite hobbies,C,A resume highlights relevant qualifications to help employers assess fit for a role.
Resume / LinkedIn / Interview Skills,27,R/L/IS-27,2,"On LinkedIn, what helps recruiters find your profile?",Leaving your profile blank,Excluding any job descriptions,Posting only personal photos,Having a complete profile with keywords related to your industry,D,A thorough profile with relevant keywords improves visibility in recruiter searches.
Resume / LinkedIn / Interview Skills,27,R/L/IS-27,3,"During a job interview, a good strategy is to: ",Focus on unrelated topics,Prepare examples of past accomplishments to illustrate your skills,Answer questions with one-word responses,Arrive late to show independence,B,Behavioral questions are common; providing specific examples demonstrates competence.
Resume / LinkedIn / Interview Skills,28,R/L/IS-28,1,What is the primary purpose of a resume?,To describe friends' accomplishments,"To summarize skills, experience, and education for potential employers",To list favorite hobbies,To track personal expenses,B,A resume highlights relevant qualifications to help employers assess fit for a role.
Resume / LinkedIn / Interview Skills,28,R/L/IS-28,2,"On LinkedIn, what helps recruiters find your profile?",Posting only personal photos,Leaving your profile blank,Excluding any job descriptions,Having a complete profile with keywords related to your industry,D,A thorough profile with relevant keywords improves visibility in recruiter searches.
Resume / LinkedIn / Interview Skills,28,R/L/IS-28,3,"During a job interview, a good strategy is to: ",Arrive late to show independence,Answer questions with one-word responses,Focus on unrelated topics,Prepare examples of past accomplishments to illustrate your skills,D,Behavioral questions are common; providing specific examples demonstrates competence.
Resume / LinkedIn / Interview Skills,29,R/L/IS-29,1,What is the primary purpose of a resume?,To track personal expenses,"To summarize skills, experience, and education for potential employers",To list favorite hobbies,To describe friends' accomplishments,B,A resume highlights relevant qualifications to help employers assess fit for a role.
Resume / LinkedIn / Interview Skills,29,R/L/IS-29,2,"On LinkedIn, what helps recruiters find your profile?",Having a complete profile with keywords related to your industry,Leaving your profile blank,Excluding any job descriptions,Posting only personal photos,A,A thorough profile with relevant keywords improves visibility in recruiter searches.
Resume / LinkedIn / Interview Skills,29,R/L/IS-29,3,"During a job interview, a good strategy is to: ",Focus on unrelated topics,Answer questions with one-word responses,Prepare examples of past accomplishments to illustrate your skills,Arrive late to show independence,C,Behavioral questions are common; providing specific examples demonstrates competence.
Resume / LinkedIn / Interview Skills,30,R/L/IS-30,1,What is the primary purpose of a resume?,"To summarize skills, experience, and education for potential employers",To track personal expenses,To describe friends' accomplishments,To list favorite hobbies,A,A resume highlights relevant qualifications to help employers assess fit for a role.
Resume / LinkedIn / Interview Skills,30,R/L/IS-30,2,"On LinkedIn, what helps recruiters find your profile?",Excluding any job descriptions,Posting only personal photos,Having a complete profile with keywords related to your industry,Leaving your profile blank,C,A thorough profile with relevant keywords improves visibility in recruiter searches.
Resume / LinkedIn / Interview Skills,30,R/L/IS-30,3,"During a job interview, a good strategy is to: ",Prepare examples of past accomplishments to illustrate your skills,Focus on unrelated topics,Answer questions with one-word responses,Arrive late to show independence,A,Behavioral questions are common; providing specific examples demonstrates competence.
Excel Tips & Tricks,1,ETT-01,1,Which function in Excel calculates the sum of a range of numbers?,COUNT,AVERAGE,MAX,SUM,D,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,1,ETT-01,2,What does the VLOOKUP function do in Excel?,Sorts data alphabetically,Creates a pivot table,Searches for a value in the first column of a table and returns a corresponding value in the same row,Calculates the average of values,C,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,1,ETT-01,3,Which feature allows you to summarize large datasets interactively in Excel?,Flash Fill,Pivot Table,Data Validation,Conditional Formatting,B,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,2,ETT-02,1,Which function in Excel calculates the sum of a range of numbers?,SUM,MAX,AVERAGE,COUNT,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,2,ETT-02,2,What does the VLOOKUP function do in Excel?,Sorts data alphabetically,Creates a pivot table,Searches for a value in the first column of a table and returns a corresponding value in the same row,Calculates the average of values,C,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,2,ETT-02,3,Which feature allows you to summarize large datasets interactively in Excel?,Conditional Formatting,Pivot Table,Data Validation,Flash Fill,B,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,3,ETT-03,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,MAX,SUM,COUNT,C,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,3,ETT-03,2,What does the VLOOKUP function do in Excel?,Creates a pivot table,Calculates the average of values,Sorts data alphabetically,Searches for a value in the first column of a table and returns a corresponding value in the same row,D,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,3,ETT-03,3,Which feature allows you to summarize large datasets interactively in Excel?,Flash Fill,Data Validation,Pivot Table,Conditional Formatting,C,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,4,ETT-04,1,Which function in Excel calculates the sum of a range of numbers?,SUM,MAX,COUNT,AVERAGE,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,4,ETT-04,2,What does the VLOOKUP function do in Excel?,Sorts data alphabetically,Calculates the average of values,Creates a pivot table,Searches for a value in the first column of a table and returns a corresponding value in the same row,D,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,4,ETT-04,3,Which feature allows you to summarize large datasets interactively in Excel?,Pivot Table,Data Validation,Conditional Formatting,Flash Fill,A,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,5,ETT-05,1,Which function in Excel calculates the sum of a range of numbers?,SUM,COUNT,MAX,AVERAGE,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,5,ETT-05,2,What does the VLOOKUP function do in Excel?,Creates a pivot table,Sorts data alphabetically,Searches for a value in the first column of a table and returns a corresponding value in the same row,Calculates the average of values,C,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,5,ETT-05,3,Which feature allows you to summarize large datasets interactively in Excel?,Data Validation,Pivot Table,Conditional Formatting,Flash Fill,B,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,6,ETT-06,1,Which function in Excel calculates the sum of a range of numbers?,COUNT,AVERAGE,MAX,SUM,D,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,6,ETT-06,2,What does the VLOOKUP function do in Excel?,Creates a pivot table,Searches for a value in the first column of a table and returns a corresponding value in the same row,Calculates the average of values,Sorts data alphabetically,B,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,6,ETT-06,3,Which feature allows you to summarize large datasets interactively in Excel?,Pivot Table,Conditional Formatting,Flash Fill,Data Validation,A,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,7,ETT-07,1,Which function in Excel calculates the sum of a range of numbers?,MAX,COUNT,SUM,AVERAGE,C,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,7,ETT-07,2,What does the VLOOKUP function do in Excel?,Calculates the average of values,Searches for a value in the first column of a table and returns a corresponding value in the same row,Sorts data alphabetically,Creates a pivot table,B,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,7,ETT-07,3,Which feature allows you to summarize large datasets interactively in Excel?,Flash Fill,Data Validation,Pivot Table,Conditional Formatting,C,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,8,ETT-08,1,Which function in Excel calculates the sum of a range of numbers?,SUM,MAX,AVERAGE,COUNT,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,8,ETT-08,2,What does the VLOOKUP function do in Excel?,Searches for a value in the first column of a table and returns a corresponding value in the same row,Creates a pivot table,Calculates the average of values,Sorts data alphabetically,A,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,8,ETT-08,3,Which feature allows you to summarize large datasets interactively in Excel?,Conditional Formatting,Data Validation,Pivot Table,Flash Fill,C,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,9,ETT-09,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,COUNT,MAX,SUM,D,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,9,ETT-09,2,What does the VLOOKUP function do in Excel?,Searches for a value in the first column of a table and returns a corresponding value in the same row,Calculates the average of values,Sorts data alphabetically,Creates a pivot table,A,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,9,ETT-09,3,Which feature allows you to summarize large datasets interactively in Excel?,Pivot Table,Conditional Formatting,Flash Fill,Data Validation,A,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,10,ETT-10,1,Which function in Excel calculates the sum of a range of numbers?,SUM,MAX,AVERAGE,COUNT,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,10,ETT-10,2,What does the VLOOKUP function do in Excel?,Searches for a value in the first column of a table and returns a corresponding value in the same row,Creates a pivot table,Calculates the average of values,Sorts data alphabetically,A,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,10,ETT-10,3,Which feature allows you to summarize large datasets interactively in Excel?,Pivot Table,Conditional Formatting,Data Validation,Flash Fill,A,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,11,ETT-11,1,Which function in Excel calculates the sum of a range of numbers?,SUM,AVERAGE,MAX,COUNT,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,11,ETT-11,2,What does the VLOOKUP function do in Excel?,Calculates the average of values,Searches for a value in the first column of a table and returns a corresponding value in the same row,Sorts data alphabetically,Creates a pivot table,B,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,11,ETT-11,3,Which feature allows you to summarize large datasets interactively in Excel?,Conditional Formatting,Data Validation,Pivot Table,Flash Fill,C,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,11,ETT-12,1,Which function in Excel calculates the sum of a range of numbers?,SUM,AVERAGE,MAX,COUNT,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,12,ETT-12,2,What does the VLOOKUP function do in Excel?,Creates a pivot table,Calculates the average of values,Searches for a value in the first column of a table and returns a corresponding value in the same row,Sorts data alphabetically,C,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,12,ETT-12,3,Which feature allows you to summarize large datasets interactively in Excel?,Flash Fill,Conditional Formatting,Pivot Table,Data Validation,C,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,13,ETT-13,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,MAX,SUM,COUNT,C,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,13,ETT-13,2,What does the VLOOKUP function do in Excel?,Sorts data alphabetically,Creates a pivot table,Searches for a value in the first column of a table and returns a corresponding value in the same row,Calculates the average of values,C,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,13,ETT-13,3,Which feature allows you to summarize large datasets interactively in Excel?,Data Validation,Pivot Table,Flash Fill,Conditional Formatting,B,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,14,ETT-14,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,COUNT,MAX,SUM,D,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,14,ETT-14,2,What does the VLOOKUP function do in Excel?,Creates a pivot table,Sorts data alphabetically,Calculates the average of values,Searches for a value in the first column of a table and returns a corresponding value in the same row,D,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,14,ETT-14,3,Which feature allows you to summarize large datasets interactively in Excel?,Pivot Table,Flash Fill,Data Validation,Conditional Formatting,A,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,15,ETT-15,1,Which function in Excel calculates the sum of a range of numbers?,SUM,AVERAGE,COUNT,MAX,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,15,ETT-15,2,What does the VLOOKUP function do in Excel?,Creates a pivot table,Sorts data alphabetically,Searches for a value in the first column of a table and returns a corresponding value in the same row,Calculates the average of values,C,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,15,ETT-15,3,Which feature allows you to summarize large datasets interactively in Excel?,Data Validation,Conditional Formatting,Flash Fill,Pivot Table,D,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,16,ETT-16,1,Which function in Excel calculates the sum of a range of numbers?,MAX,SUM,AVERAGE,COUNT,B,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,16,ETT-16,2,What does the VLOOKUP function do in Excel?,Sorts data alphabetically,Creates a pivot table,Calculates the average of values,Searches for a value in the first column of a table and returns a corresponding value in the same row,D,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,16,ETT-16,3,Which feature allows you to summarize large datasets interactively in Excel?,Conditional Formatting,Data Validation,Flash Fill,Pivot Table,D,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,17,ETT-17,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,COUNT,SUM,MAX,C,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,17,ETT-17,2,What does the VLOOKUP function do in Excel?,Creates a pivot table,Calculates the average of values,Searches for a value in the first column of a table and returns a corresponding value in the same row,Sorts data alphabetically,C,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,17,ETT-17,3,Which feature allows you to summarize large datasets interactively in Excel?,Flash Fill,Pivot Table,Conditional Formatting,Data Validation,B,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,18,ETT-18,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,MAX,COUNT,SUM,D,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,18,ETT-18,2,What does the VLOOKUP function do in Excel?,Sorts data alphabetically,Searches for a value in the first column of a table and returns a corresponding value in the same row,Creates a pivot table,Calculates the average of values,B,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,18,ETT-18,3,Which feature allows you to summarize large datasets interactively in Excel?,Conditional Formatting,Flash Fill,Pivot Table,Data Validation,C,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,19,ETT-19,1,Which function in Excel calculates the sum of a range of numbers?,COUNT,SUM,MAX,AVERAGE,B,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,19,ETT-19,2,What does the VLOOKUP function do in Excel?,Creates a pivot table,Sorts data alphabetically,Calculates the average of values,Searches for a value in the first column of a table and returns a corresponding value in the same row,D,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,19,ETT-19,3,Which feature allows you to summarize large datasets interactively in Excel?,Data Validation,Conditional Formatting,Flash Fill,Pivot Table,D,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,20,ETT-20,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,SUM,COUNT,MAX,B,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,20,ETT-20,2,What does the VLOOKUP function do in Excel?,Creates a pivot table,Sorts data alphabetically,Calculates the average of values,Searches for a value in the first column of a table and returns a corresponding value in the same row,D,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,20,ETT-20,3,Which feature allows you to summarize large datasets interactively in Excel?,Conditional Formatting,Pivot Table,Data Validation,Flash Fill,B,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,21,ETT-21,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,MAX,COUNT,SUM,D,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,21,ETT-21,2,What does the VLOOKUP function do in Excel?,Creates a pivot table,Searches for a value in the first column of a table and returns a corresponding value in the same row,Sorts data alphabetically,Calculates the average of values,B,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,21,ETT-21,3,Which feature allows you to summarize large datasets interactively in Excel?,Flash Fill,Conditional Formatting,Data Validation,Pivot Table,D,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,22,ETT-22,1,Which function in Excel calculates the sum of a range of numbers?,SUM,AVERAGE,COUNT,MAX,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,22,ETT-22,2,What does the VLOOKUP function do in Excel?,Searches for a value in the first column of a table and returns a corresponding value in the same row,Calculates the average of values,Creates a pivot table,Sorts data alphabetically,A,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,22,ETT-22,3,Which feature allows you to summarize large datasets interactively in Excel?,Conditional Formatting,Data Validation,Flash Fill,Pivot Table,D,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,23,ETT-23,1,Which function in Excel calculates the sum of a range of numbers?,SUM,AVERAGE,COUNT,MAX,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,23,ETT-23,2,What does the VLOOKUP function do in Excel?,Sorts data alphabetically,Calculates the average of values,Searches for a value in the first column of a table and returns a corresponding value in the same row,Creates a pivot table,C,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,23,ETT-23,3,Which feature allows you to summarize large datasets interactively in Excel?,Flash Fill,Data Validation,Conditional Formatting,Pivot Table,D,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,24,ETT-24,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,MAX,SUM,COUNT,C,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,24,ETT-24,2,What does the VLOOKUP function do in Excel?,Searches for a value in the first column of a table and returns a corresponding value in the same row,Sorts data alphabetically,Calculates the average of values,Creates a pivot table,A,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,24,ETT-24,3,Which feature allows you to summarize large datasets interactively in Excel?,Data Validation,Pivot Table,Conditional Formatting,Flash Fill,B,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,25,ETT-25,1,Which function in Excel calculates the sum of a range of numbers?,SUM,MAX,COUNT,AVERAGE,A,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,25,ETT-25,2,What does the VLOOKUP function do in Excel?,Searches for a value in the first column of a table and returns a corresponding value in the same row,Sorts data alphabetically,Creates a pivot table,Calculates the average of values,A,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,25,ETT-25,3,Which feature allows you to summarize large datasets interactively in Excel?,Conditional Formatting,Flash Fill,Pivot Table,Data Validation,C,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,26,ETT-26,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,COUNT,MAX,SUM,D,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,26,ETT-26,2,What does the VLOOKUP function do in Excel?,Sorts data alphabetically,Calculates the average of values,Creates a pivot table,Searches for a value in the first column of a table and returns a corresponding value in the same row,D,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,26,ETT-26,3,Which feature allows you to summarize large datasets interactively in Excel?,Pivot Table,Conditional Formatting,Data Validation,Flash Fill,A,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,27,ETT-27,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,COUNT,SUM,MAX,C,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,27,ETT-27,2,What does the VLOOKUP function do in Excel?,Searches for a value in the first column of a table and returns a corresponding value in the same row,Calculates the average of values,Creates a pivot table,Sorts data alphabetically,A,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,27,ETT-27,3,Which feature allows you to summarize large datasets interactively in Excel?,Flash Fill,Pivot Table,Conditional Formatting,Data Validation,B,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,28,ETT-28,1,Which function in Excel calculates the sum of a range of numbers?,MAX,AVERAGE,SUM,COUNT,C,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,28,ETT-28,2,What does the VLOOKUP function do in Excel?,Calculates the average of values,Creates a pivot table,Searches for a value in the first column of a table and returns a corresponding value in the same row,Sorts data alphabetically,C,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,28,ETT-28,3,Which feature allows you to summarize large datasets interactively in Excel?,Pivot Table,Data Validation,Flash Fill,Conditional Formatting,A,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,29,ETT-29,1,Which function in Excel calculates the sum of a range of numbers?,MAX,AVERAGE,SUM,COUNT,C,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,29,ETT-29,2,What does the VLOOKUP function do in Excel?,Calculates the average of values,Sorts data alphabetically,Searches for a value in the first column of a table and returns a corresponding value in the same row,Creates a pivot table,C,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,29,ETT-29,3,Which feature allows you to summarize large datasets interactively in Excel?,Pivot Table,Conditional Formatting,Flash Fill,Data Validation,A,Pivot tables let you quickly reorganize and summarize data for analysis.
Excel Tips & Tricks,30,ETT-30,1,Which function in Excel calculates the sum of a range of numbers?,AVERAGE,COUNT,SUM,MAX,C,The SUM function adds all numbers in a selected range.
Excel Tips & Tricks,30,ETT-30,2,What does the VLOOKUP function do in Excel?,Searches for a value in the first column of a table and returns a corresponding value in the same row,Creates a pivot table,Sorts data alphabetically,Calculates the average of values,A,VLOOKUP allows you to look up and retrieve data from a specific column in a table.
Excel Tips & Tricks,30,ETT-30,3,Which feature allows you to summarize large datasets interactively in Excel?,Conditional Formatting,Data Validation,Flash Fill,Pivot Table,D,Pivot tables let you quickly reorganize and summarize data for analysis.
Power BI Basics,1,PBB-01,1,What is Power BI primarily used for?,Text editing,Video streaming,Graphic design,Data visualization and business analytics,D,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,1,PBB-01,2,"In Power BI, a dashboard is best described as: ",A printed report,A programming language,"A single-page, interactive view of key metrics and visuals",A website,C,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,1,PBB-01,3,Which element connects Power BI to various data sources?,A mail server,An antivirus program,A data connector,A color palette,C,Power BI uses data connectors to import data from different sources.
Power BI Basics,2,PBB-02,1,What is Power BI primarily used for?,Data visualization and business analytics,Text editing,Graphic design,Video streaming,A,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,2,PBB-02,2,"In Power BI, a dashboard is best described as: ",A website,"A single-page, interactive view of key metrics and visuals",A printed report,A programming language,B,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,2,PBB-02,3,Which element connects Power BI to various data sources?,A color palette,An antivirus program,A data connector,A mail server,C,Power BI uses data connectors to import data from different sources.
Power BI Basics,3,PBB-03,1,What is Power BI primarily used for?,Data visualization and business analytics,Video streaming,Text editing,Graphic design,A,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,3,PBB-03,2,"In Power BI, a dashboard is best described as: ",A printed report,A programming language,"A single-page, interactive view of key metrics and visuals",A website,C,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,3,PBB-03,3,Which element connects Power BI to various data sources?,An antivirus program,A color palette,A mail server,A data connector,D,Power BI uses data connectors to import data from different sources.
Power BI Basics,4,PBB-04,1,What is Power BI primarily used for?,Text editing,Graphic design,Data visualization and business analytics,Video streaming,C,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,4,PBB-04,2,"In Power BI, a dashboard is best described as: ",A programming language,A website,"A single-page, interactive view of key metrics and visuals",A printed report,C,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,4,PBB-04,3,Which element connects Power BI to various data sources?,A mail server,A data connector,A color palette,An antivirus program,B,Power BI uses data connectors to import data from different sources.
Power BI Basics,5,PBB-05,1,What is Power BI primarily used for?,Graphic design,Video streaming,Data visualization and business analytics,Text editing,C,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,5,PBB-05,2,"In Power BI, a dashboard is best described as: ","A single-page, interactive view of key metrics and visuals",A programming language,A website,A printed report,A,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,5,PBB-05,3,Which element connects Power BI to various data sources?,A color palette,A mail server,An antivirus program,A data connector,D,Power BI uses data connectors to import data from different sources.
Power BI Basics,6,PBB-06,1,What is Power BI primarily used for?,Graphic design,Text editing,Data visualization and business analytics,Video streaming,C,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,6,PBB-06,2,"In Power BI, a dashboard is best described as: ","A single-page, interactive view of key metrics and visuals",A printed report,A website,A programming language,A,Dashboards display visualizations on one page to monitor important data.
